ID,Homepage,Homepage _Duration,Aboutus,Aboutus_Duration,Contactus,Contactus_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Province,TrafficType,VisitorType,Weekend
240,10,150.2083333,0,0,14,221.2083333,0,0.012698413,0,0,Dec,2,2,4,2,New_Visitor,FALSE
241,0,0,0,0,3,41,0,0.066666667,0,0,Feb,1,1,3,3,Returning_Visitor,FALSE
242,3,150.125,4,26.5,26,1332.695346,0.026523297,0.04656682,5.473874968,0,Dec,3,2,3,2,Returning_Visitor,FALSE
243,3,182.6428571,3,119.375,64,2671.06994,0.000275482,0.017352092,37.59646822,0,Nov,2,5,6,2,Returning_Visitor,FALSE
244,12,1449.666667,4,559.0833333,127,4876.007712,0.005755396,0.029203072,5.751219035,0,Nov,2,2,1,2,Returning_Visitor,FALSE
245,0,0,0,0,4,151.5,0,0.05,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE
246,0,0,0,0,16,2214.666667,0,0.003921569,92.9041786,0,Oct,2,2,1,2,New_Visitor,FALSE
247,0,0,0,0,9,329.25,0.05,0.075,38.83384563,0,Dec,3,2,4,1,Returning_Visitor,FALSE
248,2,23,0,0,18,657.25,0,0.0125,0,0,Dec,2,2,9,2,New_Visitor,FALSE
249,8,46.875,3,10,111,5358.375439,0,0.011957672,10.21771151,0,Nov,2,2,1,11,Returning_Visitor,FALSE
250,0,0,0,0,3,0,0.2,0.2,0,0,Nov,2,2,5,1,Returning_Visitor,FALSE
251,2,107.4,2,96.7,32,833.325,0.024509804,0.035882353,0,0,Jul,3,2,4,1,Returning_Visitor,FALSE
252,0,0,0,0,7,80,0.028571429,0.057142857,0,0,May,2,2,4,3,Returning_Visitor,TRUE
253,7,98.73333333,2,229.8,151,4249.12,0.013402778,0.041166667,5.88595629,0,Jul,2,5,3,3,Returning_Visitor,FALSE
254,0,0,0,0,15,304.1666667,0,0.04,0,0,May,2,2,1,3,Returning_Visitor,TRUE
255,7,150.375,0,0,7,219.5833333,0,0.018181818,0,0,Dec,1,1,1,2,Returning_Visitor,TRUE
256,0,0,0,0,3,164,0,0.066666667,0,0,Nov,1,1,1,3,Returning_Visitor,TRUE
257,4,234.1666667,0,0,24,1589.583333,0,0.007692308,61.20406619,0,Nov,2,2,2,10,Returning_Visitor,FALSE
258,2,23,0,0,39,1828.966667,0.005128205,0.02008547,20.5924708,0,Nov,1,1,1,2,Returning_Visitor,TRUE
259,5,3398.75,6,2549.375,449,63973.52223,0.000764406,0.02770134,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
260,0,0,0,0,8,20.2,0.1,0.175,0,0,June,3,2,1,1,Returning_Visitor,FALSE
261,0,0,2,207.25,114,3788.8,0.003478261,0.010434783,1.795451001,0,Dec,2,2,3,2,Returning_Visitor,TRUE
262,10,149.013357,2,138,78,2207.366936,0.002380952,0.012458392,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE
263,2,34,0,0,81,2241.002381,0.002439024,0.007012195,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
264,6,105.6333333,2,105.95,8,246.3865079,0,0.008928571,0,0,Nov,3,2,2,3,Returning_Visitor,FALSE
265,0,0,0,0,23,195.6666667,0.05,0.086363636,0,0.4,May,4,1,1,3,Returning_Visitor,FALSE
266,0,0,0,0,37,2960.971429,0.036936937,0.062012012,0,0,Oct,1,1,1,1,Returning_Visitor,FALSE
267,0,0,0,0,4,505,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
268,1,34,2,9,3,149,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
269,5,34.44242424,0,0,103,1843.759347,0,0.019613005,0,0,June,2,4,1,2,Returning_Visitor,TRUE
270,3,101.6666667,0,0,22,2250.083333,0,0.019565217,32.70730435,0,May,2,4,4,1,Returning_Visitor,FALSE
271,0,0,1,25,8,388,0.025,0.033333333,0,0.6,May,2,5,3,2,New_Visitor,FALSE
272,4,204.2,0,0,31,652.3766667,0.012121212,0.016161616,0,0,Nov,1,1,6,1,Returning_Visitor,FALSE
273,1,48,0,0,26,1066.666667,0.025,0.04202381,0,0,May,3,2,8,11,Returning_Visitor,FALSE
274,4,24.16666667,0,0,56,1977.385088,0,0.007471264,0,0.4,May,2,2,1,4,Returning_Visitor,FALSE
275,1,27.5,3,17,1,10,0,0.04,0,0,Nov,1,1,1,8,New_Visitor,FALSE
276,0,0,0,0,26,810.3713768,0.019230769,0.02530525,0,0.8,May,3,2,3,1,Returning_Visitor,FALSE
277,3,13,0,0,28,324.7692308,0,0.001724138,0,0,Mar,2,2,1,6,Returning_Visitor,FALSE
278,0,0,0,0,1,0,0.2,0.2,0,0,Nov,3,2,1,13,Returning_Visitor,TRUE
279,2,37,0,0,7,139.3333333,0,0.011111111,0,0,Mar,3,2,7,8,New_Visitor,TRUE
280,6,78.51333333,1,63.4,110,1691.236147,0.003448276,0.019359924,19.18310758,0,Aug,2,2,7,4,Returning_Visitor,TRUE
281,0,0,0,0,16,519.75,0.0125,0.04,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE
282,2,213.6,4,108,19,989.3333333,0.029166667,0.0375,0,0,June,1,1,1,2,Returning_Visitor,TRUE
283,0,0,0,0,2,17,0,0.1,0,0.4,May,4,1,4,3,Returning_Visitor,FALSE
284,0,0,0,0,63,5220.083333,0,0.003329865,51.46331148,0,Mar,2,5,3,1,Returning_Visitor,TRUE
285,13,123.875,0,0,87,2903.764417,0.00625,0.015280206,1.773369333,0,Dec,2,2,3,2,Returning_Visitor,FALSE
286,5,91.31666667,0,0,29,1352.976722,0.01125,0.024522672,7.91345877,0,Nov,1,1,6,1,Returning_Visitor,FALSE
287,0,0,0,0,22,347.6666667,0.021212121,0.059848485,0,0,June,4,1,1,3,Returning_Visitor,FALSE
288,2,35.2,0,0,15,521.8666667,0,0.00625,0,0,June,2,2,9,2,New_Visitor,FALSE
289,6,89.0625,2,888,275,9139.496696,0.00625,0.018539498,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
290,4,49.85714286,0,0,94,4804.834524,0.008843537,0.023561816,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
291,0,0,0,0,9,1331,0.022222222,0.044444444,0,0.6,May,2,2,3,1,Returning_Visitor,FALSE
292,6,228,5,89.33333333,18,513.4666667,0,0.003461538,0,0,Mar,1,1,3,3,New_Visitor,FALSE
293,7,2720.5,3,353.4,68,5943.547619,0.032236842,0.038623482,0,0,Jul,3,2,1,13,Returning_Visitor,FALSE
294,0,0,0,0,28,756.8611111,0.035714286,0.067857143,0,0,Dec,2,2,4,1,Returning_Visitor,FALSE
295,0,0,0,0,11,151.5,0.016666667,0.066666667,0,0,May,2,2,2,6,Returning_Visitor,TRUE
296,4,96.5,0,0,19,1430.659091,0.01,0.025666667,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE
297,5,389,0,0,5,310.5,0,0.014285714,0,0,May,2,4,2,2,New_Visitor,FALSE
298,1,53,0,0,10,1331,0,0.022222222,49.388,0,May,2,2,1,4,Returning_Visitor,TRUE
299,2,44,0,0,8,182,0,0.005,0,0,May,2,4,1,2,New_Visitor,FALSE
300,0,0,0,0,1,0,0.2,0.2,0,0,Aug,2,2,1,4,Returning_Visitor,TRUE
301,0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,1,6,2,Returning_Visitor,FALSE
302,9,296.1166667,1,26.5,79,5057.175,0.002298851,0.022687466,17.78922266,0,Nov,2,2,1,10,Returning_Visitor,FALSE
303,0,0,0,0,5,883.6,0,0,125.8939091,0,Nov,2,2,4,2,Returning_Visitor,TRUE
304,0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,4,11,Returning_Visitor,TRUE
305,2,32.2,1,0,20,342.6866667,0,0.009090909,0,0,Aug,2,2,1,4,New_Visitor,FALSE
306,2,55.4,0,0,20,654.2,0,0.00952381,0,0,Sep,4,1,1,2,New_Visitor,TRUE
307,0,0,0,0,22,657.42,0.021212121,0.046969697,0,0,Jul,3,2,3,4,Returning_Visitor,TRUE
308,0,0,0,0,10,443.75,0.06,0.07,38.19240444,0,Nov,1,8,8,1,Returning_Visitor,FALSE
309,0,0,0,0,8,497.25,0.016666667,0.025,0,0,Dec,1,8,3,1,Returning_Visitor,TRUE
310,0,0,0,0,57,4312.225,0.004464286,0.031964286,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
311,0,0,0,0,1,0,0.2,0.2,0,0,Dec,3,2,3,1,Returning_Visitor,TRUE
312,2,17,0,0,11,440,0,0.018181818,54.53454545,0,May,2,4,8,4,New_Visitor,FALSE
313,0,0,0,0,9,1397.666667,0.022222222,0.027777778,0,0,Nov,3,2,4,2,Returning_Visitor,FALSE
314,14,173.55,0,0,164,4155.746883,0.002514286,0.01343784,13.76473644,0,Nov,2,2,3,2,Returning_Visitor,FALSE
315,6,89.8,0,0,26,1570.133333,0,0.005357143,0,0,June,2,2,8,4,New_Visitor,TRUE
316,9,333.8674242,4,121.625,29,1406.917424,0.017567568,0.021302211,20.74810067,0,Nov,3,2,6,1,Returning_Visitor,FALSE
317,7,330.0555556,5,251.5,116,2971.435101,0.001858304,0.012303523,3.701618891,0,Dec,2,2,2,2,Returning_Visitor,FALSE
318,6,95.6,0,0,12,582.7333333,0.014285714,0.035714286,21.32413414,0,Sep,2,2,8,7,Returning_Visitor,FALSE
319,0,0,0,0,43,1650.416667,0,0.003875969,0,0,Mar,2,2,7,3,Returning_Visitor,TRUE
320,2,23,0,0,31,618,0,0.006451613,0,0,May,2,2,9,3,Returning_Visitor,FALSE
321,3,420.1,2,14.2,32,591.72,0.032432432,0.043745174,0,0,Oct,1,1,1,3,Returning_Visitor,TRUE
322,0,0,0,0,12,375,0.016666667,0.058333333,0,0,Feb,3,2,4,1,Returning_Visitor,FALSE
323,2,18,0,0,15,756.3333333,0.0125,0.0625,29.24325,0,Mar,2,10,3,1,Returning_Visitor,FALSE
324,10,214.7833333,3,30.2,52,1968.942963,0.004166667,0.023015892,17.75267237,0,June,3,3,3,2,Returning_Visitor,TRUE
325,0,0,3,62.8,90,2167.900476,0.002898551,0.013297101,0,0,Aug,1,1,3,4,Returning_Visitor,FALSE
326,0,0,1,249.5,33,1458.97619,0.027459219,0.041167134,0,0,Dec,1,1,1,10,Returning_Visitor,FALSE
327,1,11,1,8,79,2693.582331,0,0.003430424,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE
328,4,69.83333333,0,0,133,4885.049069,0.002962963,0.008689192,15.95538838,0,Nov,1,2,1,2,Returning_Visitor,TRUE
329,0,0,0,0,36,572.9,0.011111111,0.038888889,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE
330,0,0,0,0,20,2280.833333,0.01,0.038333333,0,0,May,1,1,1,4,Returning_Visitor,FALSE
331,7,151,0,0,44,1406.1,0.004081633,0.006501458,0,0,Mar,1,1,4,2,Returning_Visitor,FALSE
332,0,0,1,8,31,651.6666667,0,0.025,0,0,Dec,4,1,1,2,New_Visitor,TRUE
333,13,110.7583333,1,3,34,858.9464286,0,0.011627907,17.78585727,0,Nov,2,2,5,10,Returning_Visitor,TRUE
334,0,0,0,0,3,181.5,0,0.033333333,0,0,Dec,4,1,1,6,Returning_Visitor,TRUE
335,0,0,0,0,36,1287.958333,0.034259259,0.073333333,0,0,Dec,2,2,1,3,Returning_Visitor,FALSE
336,13,278.1519608,1,46.5,150,5575.614608,7.27E-05,0.017155355,1.529570511,0,Dec,2,2,2,1,Returning_Visitor,FALSE
337,3,166,0,0,2,134,0,0.03,0,0.8,May,3,2,8,2,Returning_Visitor,FALSE
338,0,0,0,0,43,778.6437229,0.010232558,0.023197087,0,0,Jul,4,1,1,3,Returning_Visitor,TRUE
339,13,266.047619,9,985.4833333,179,11492.20838,0.020689931,0.028728531,0,0,June,1,1,1,3,Returning_Visitor,FALSE
340,3,42,0,0,41,492.6833333,0,0.003571429,0,0,May,3,2,1,2,Returning_Visitor,TRUE
341,3,47.4,0,0,21,961.52,0.030434783,0.053623188,0,0,Aug,3,2,4,4,Returning_Visitor,FALSE
342,0,0,0,0,7,155,0.066666667,0.1,0,0,May,2,2,1,4,Returning_Visitor,FALSE
343,2,48.5,0,0,53,2438.075,0.005357143,0.017261905,29.04476648,0,Nov,2,2,1,6,Returning_Visitor,TRUE
344,0,0,0,0,33,1703.321429,0,0.042424242,0,0.6,May,2,5,3,1,Returning_Visitor,FALSE
345,0,0,0,0,19,187.2,0.068421053,0.131578947,0,0,Nov,3,2,3,13,Returning_Visitor,FALSE
346,0,0,0,0,31,457.4047799,0,0.026938057,0,0.8,May,2,2,7,1,Returning_Visitor,FALSE
347,1,120.5,1,260.5,22,1148.166667,0.009090909,0.036363636,7.518979759,0,Nov,2,2,1,1,Returning_Visitor,TRUE
348,2,32,0,0,30,1407.5,0.006451613,0.02516129,15.51193548,0,May,2,2,1,13,Returning_Visitor,FALSE
349,0,0,0,0,38,1338.778571,0.011111111,0.024532828,0,0,Nov,1,1,1,3,Returning_Visitor,TRUE
350,1,51,2,176,37,1420.733333,0,0.012612613,102.3538378,0,May,2,5,7,4,Returning_Visitor,TRUE
351,4,158,0,0,18,567.75,0,0.034586466,0,0,May,3,2,2,4,Returning_Visitor,FALSE
352,7,275.0844444,0,0,70,806.0266667,0,0.002666667,0,0,Oct,2,5,1,2,New_Visitor,FALSE
353,0,0,0,0,7,40,0.142857143,0.157142857,0,0.6,May,3,2,3,4,Returning_Visitor,FALSE
354,18,1103.330357,8,696.8333333,359,12959.91515,0.000795756,0.008975428,7.231074783,0,Nov,2,2,1,2,Returning_Visitor,FALSE
355,6,90.6,0,0,10,384.8,0,0.015384615,0,0,Aug,1,2,3,2,New_Visitor,TRUE
356,0,0,0,0,19,621.7266667,0.010526316,0.024035088,0,0,Jul,1,1,1,2,Returning_Visitor,FALSE
357,0,0,0,0,55,1933.423611,0.001818182,0.017355372,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
358,16,178.7995495,2,47.64,193,5946.275777,0,0.008886586,9.836180753,0,June,2,2,4,2,Returning_Visitor,FALSE
359,0,0,0,0,30,1224.75,0,0.007142857,21.04864167,0,Mar,2,4,2,2,New_Visitor,FALSE
360,0,0,0,0,7,103.5,0,0.057142857,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE
361,0,0,0,0,11,814.5,0,0.01,0,0,Mar,1,1,1,2,New_Visitor,FALSE
362,2,77,0,0,43,1607.297619,0.002272727,0.015909091,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE
363,0,0,0,0,16,219.55,0,0.014583333,0,0,Nov,4,1,1,20,Returning_Visitor,FALSE
364,2,14,0,0,58,1806.504167,0.013793103,0.026819923,0,0.8,May,2,2,2,6,Returning_Visitor,FALSE
365,0,0,0,0,10,206.5,0,0.02,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
366,1,5,0,0,41,764.1333333,0,0.014444444,0,0,June,2,2,1,4,Returning_Visitor,FALSE
367,2,16.5,0,0,5,37.5,0,0.033333333,0,0,May,2,2,1,3,Returning_Visitor,FALSE
368,3,118.5,0,0,11,241.625,0,0.012727273,0,0,Dec,3,2,3,1,Returning_Visitor,TRUE
369,0,0,0,0,9,73.66666667,0,0.022222222,0,0.2,May,2,2,1,3,Returning_Visitor,FALSE
370,4,157,0,0,20,834.075,0,0.013333333,4.84736534,0,Dec,2,2,1,2,Returning_Visitor,FALSE
371,1,21.2,1,141,7,307.8666667,0,0,0,0,Aug,2,2,1,3,Returning_Visitor,FALSE
372,6,888.8333333,0,0,39,1570.791667,0.00952381,0.011156463,16.32930757,0,Dec,1,1,3,2,Returning_Visitor,TRUE
373,0,0,0,0,7,180,0.028571429,0.057142857,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE
374,1,6,0,0,57,1836.775,0,0.004093567,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE
375,2,95,3,48,9,259.5,0,0.015384615,0,0,May,1,1,1,2,Returning_Visitor,FALSE
376,0,0,0,0,18,559,0.047058824,0.098039216,0,0,Nov,1,1,4,1,Returning_Visitor,TRUE
377,5,173.1666667,2,24.5,30,1288.733333,0,0.013376623,54.121714,0,Nov,1,2,3,2,Returning_Visitor,TRUE
378,15,370.275,12,689.8333333,96,2964.590278,0.002608696,0.010732401,3.358133333,0,May,1,1,3,1,Returning_Visitor,FALSE
379,0,0,0,0,9,1238.333333,0,0.040740741,0,0.4,Feb,2,2,1,3,Returning_Visitor,FALSE
380,6,331.25,3,365.25,6,267,0,0.021428571,0,0,Dec,1,2,7,3,Returning_Visitor,TRUE
381,11,903.7,1,26.2,109,3297.491311,0.006140351,0.010281148,3.870588042,0,Oct,3,2,6,1,Returning_Visitor,FALSE
382,4,85,0,0,22,452.5833333,0,0.008333333,107.94,0,May,2,2,6,4,New_Visitor,FALSE
383,14,515.9821429,0,0,170,7128.75377,0.003370787,0.016081238,4.470297685,0,Nov,2,2,7,1,Returning_Visitor,TRUE
384,8,628.3666667,1,0,131,4044.465674,0.008889185,0.030612404,0,0,Aug,1,1,3,2,Returning_Visitor,FALSE
385,0,0,0,0,11,315.6,0,0.018181818,0,0,Mar,1,1,6,3,Returning_Visitor,TRUE
386,0,0,0,0,4,26,0,0.05,0,0,May,4,1,1,1,Returning_Visitor,FALSE
387,8,228.5,0,0,5,64.5,0,0.028571429,0,0,May,1,2,3,5,New_Visitor,TRUE
388,0,0,0,0,2,17,0,0.1,0,0,May,2,2,2,4,Returning_Visitor,FALSE
389,1,0,0,0,9,837.6666667,0,0.022222222,0,0,May,3,2,1,13,Returning_Visitor,FALSE
390,0,0,0,0,25,1690.977778,0.008,0.037333333,0,0,Mar,1,1,8,1,Returning_Visitor,FALSE
391,3,224,2,42,132,5098.75498,0.010632603,0.014962157,2.209003373,0,Nov,1,2,1,2,Returning_Visitor,FALSE
392,1,3,2,373,6,66.83333333,0,0.0125,0,0,Mar,2,4,1,8,New_Visitor,FALSE
393,0,0,0,0,5,108,0,0.04,0,0,May,4,1,3,4,Returning_Visitor,FALSE
394,2,17,1,105,9,148.25,0.02,0.022,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE
395,8,77.5,0,0,35,2518.266667,0.01025641,0.012576313,0,0,Jul,2,2,2,2,New_Visitor,TRUE
396,0,0,0,0,58,1076.073649,0,0.022653941,1.81635021,0,Sep,2,2,3,2,Returning_Visitor,FALSE
397,0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,15,Returning_Visitor,TRUE
398,2,46.4,1,29.2,12,303.2464286,0,0.015384615,0,0,Oct,1,1,3,2,New_Visitor,TRUE
399,0,0,0,0,21,1275.9,0.052380952,0.101587302,0,0,Sep,2,4,5,1,Returning_Visitor,FALSE
400,0,0,0,0,16,2515.1,0.053571429,0.070238095,0,0,May,3,2,2,3,Returning_Visitor,FALSE
401,3,61,0,0,31,1470.416667,0,0.006666667,0,0,May,1,2,1,3,New_Visitor,FALSE
402,2,53.4,0,0,3,66.4,0,0.04,0,0,Oct,1,1,4,3,Returning_Visitor,TRUE
403,1,20.2,0,0,13,227.6,0,0,42.29306752,0,Jul,2,2,3,3,New_Visitor,FALSE
404,7,58.6,0,0,20,585.8833333,0.017391304,0.044637681,0,0,Jul,1,1,1,4,Returning_Visitor,TRUE
405,13,293.5785714,3,26,161,3457.628812,0.006140351,0.018923933,15.988034,0,Nov,2,5,7,2,Returning_Visitor,TRUE
406,7,154,3,248.1666667,34,886.4791667,0,0.005128205,77.801588,0,Dec,2,2,1,2,New_Visitor,FALSE
407,4,104,1,93,15,292.5,0,0.02125,0,0,May,2,4,3,4,Returning_Visitor,TRUE
408,0,0,1,132,8,445,0,0.014285714,0,0,Mar,3,2,4,14,Returning_Visitor,TRUE
409,3,39,0,0,10,176.8,0,0.0375,0,0,June,3,2,5,4,Returning_Visitor,FALSE
410,0,0,0,0,40,1411.833333,0,0.001282051,0,0,May,3,2,8,6,Returning_Visitor,FALSE
411,1,29.5,0,0,41,1119.541667,0.009756098,0.035656214,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
412,0,0,0,0,2,16,0,0.1,0,0.8,May,2,2,1,2,Returning_Visitor,FALSE
413,0,0,0,0,3,121.5,0,0.007407407,0,0,Nov,1,1,1,2,New_Visitor,TRUE
414,0,0,0,0,30,1372.455556,0.012903226,0.021505376,21.14016404,0,Sep,2,2,7,1,Returning_Visitor,FALSE
415,0,0,0,0,18,550.5,0,0.031481481,0,0,Mar,1,1,1,2,Returning_Visitor,TRUE
416,0,0,0,0,7,261.5,0,0.00952381,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE
417,7,233,0,0,45,881.7412698,0.000531915,0.029964539,11.96396809,0.2,May,1,2,4,4,Returning_Visitor,FALSE
418,0,0,0,0,20,1116.473333,0.033,0.027954545,0,0,Oct,3,2,6,1,Returning_Visitor,FALSE
419,0,0,0,0,2,29.2,0,0.05,0,0,Jul,1,1,4,3,Returning_Visitor,FALSE
420,8,190.25,1,23,19,1323.25,0.007692308,0.021816239,21.318,0,May,6,2,4,2,Returning_Visitor,TRUE
421,3,50.94615385,1,42.4,38,1323.093695,0.007738095,0.012865853,5.62486136,0,Sep,3,2,8,2,Returning_Visitor,TRUE
422,3,180,0,0,12,1436.5,0,0.013333333,27.75904925,0,Mar,2,2,2,2,Returning_Visitor,TRUE
423,1,29.25,1,0,3,67.66666667,0,0.04,0,0,Dec,8,13,9,20,Other,FALSE
424,0,0,1,20,48,1686.354994,0.020408163,0.033747213,0,0,Dec,3,2,1,10,Returning_Visitor,TRUE
425,0,0,0,0,14,263.175,0,0.021428571,0,0,Nov,5,11,1,8,Returning_Visitor,FALSE
426,0,0,0,0,8,117.8,0.15,0.15,0,0,June,1,1,3,3,Returning_Visitor,TRUE
427,2,76,0,0,40,1209.802992,0.004878049,0.01624838,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE
428,0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,3,6,Returning_Visitor,FALSE
429,0,0,0,0,36,777.2175325,0.029166667,0.018068783,0,1,May,1,1,7,3,Returning_Visitor,TRUE
430,7,145,1,37.5,130,5252.861501,0.004411765,0.012009804,0.680988542,0,Nov,2,2,4,2,Returning_Visitor,FALSE
431,0,0,0,0,7,99.7,0,0.014285714,0,0.2,May,1,1,1,1,Returning_Visitor,FALSE
432,1,19,0,0,45,4018.45,0.009090909,0.021969697,0,0,Nov,2,2,3,1,Returning_Visitor,TRUE
433,0,0,7,840.5833333,162,5918.308915,0.004790419,0.019256933,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
434,1,63,0,0,9,265.25,0,0.004,0,0,May,1,1,4,2,Returning_Visitor,TRUE
435,1,4,0,0,30,1409.53355,0,0.028,0,0,Nov,3,2,3,2,Returning_Visitor,TRUE
436,6,803.47,0,0,30,634.6880952,0.08083779,0.106666667,0,0,Nov,3,2,8,13,Returning_Visitor,FALSE
437,1,12,0,0,22,380.8066667,0.019047619,0.013333333,0,0,Jul,1,2,3,2,Returning_Visitor,FALSE
438,0,0,2,686,11,288.125,0.030769231,0.066666667,0,0,Dec,4,1,3,3,Returning_Visitor,FALSE
439,5,71.08333333,0,0,24,1249.708333,0,0.005128205,52.28491058,0,Dec,2,2,3,2,New_Visitor,FALSE
440,0,0,0,0,9,249.41,0.022222222,0.005128205,0,0,Nov,1,2,1,4,Returning_Visitor,FALSE
441,10,215.244507,2,245.1714286,101,3558.576942,0.008636364,0.012040588,30.87227217,0,Sep,3,2,1,2,Returning_Visitor,TRUE
442,6,352.3666667,0,0,11,605.6166667,0,0.008888889,0.714623214,0,June,2,2,1,2,Returning_Visitor,FALSE
443,5,39.7,0,0,14,253.6,0,0.018333333,0,0,Sep,2,2,4,4,Returning_Visitor,FALSE
444,0,0,0,0,5,118.75,0.04,0.08,0,0,Dec,1,1,1,8,New_Visitor,FALSE
445,9,344,0,0,22,1860.25,0,0.013095238,12.94438665,0,Dec,2,2,7,1,Returning_Visitor,FALSE
446,0,0,0,0,3,21,0,0.066666667,0,0,Nov,2,4,2,2,Returning_Visitor,TRUE
447,0,0,0,0,5,1439.5,0,0.08,0,0,May,2,2,4,2,Returning_Visitor,FALSE
448,6,176.6,2,204.4,45,789.3666667,0,0.004255319,0,0,June,2,5,7,2,New_Visitor,FALSE
449,0,0,0,0,16,340.65,0.060416667,0.063690476,0,0,Sep,3,2,2,3,Returning_Visitor,TRUE
450,0,0,0,0,9,326,0,0.055555556,0,0,May,3,2,4,2,Returning_Visitor,FALSE
451,4,82.66666667,0,0,8,142,0,0.002857143,0,0,May,3,2,1,4,Returning_Visitor,FALSE
452,6,70.5,2,9,25,2852,0.013333333,0.043333333,0,0,May,2,2,9,3,Returning_Visitor,FALSE
453,1,26.5,0,0,71,1260.441758,0.001449275,0.008792271,3.74015068,0,Nov,2,2,1,1,Returning_Visitor,FALSE
454,0,0,0,0,6,351.4,0.066666667,0.1,0,0,June,2,2,1,3,Returning_Visitor,FALSE
455,4,147.5,1,37.5,25,788.2666667,0.007142857,0.028571429,16.70657143,0,May,2,2,3,3,Returning_Visitor,FALSE
456,0,0,2,46,9,546,0,0.02,0,0,Mar,2,6,1,2,Returning_Visitor,FALSE
457,6,132,1,5,30,1039.244444,0.005714286,0.017809524,3.998,0.6,May,3,2,4,3,Returning_Visitor,FALSE
458,0,0,0,0,50,1784.516667,0.0016,0.020593939,0,0,Nov,1,1,4,2,Returning_Visitor,FALSE
459,0,0,0,0,3,8,0,0.066666667,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE
460,0,0,0,0,7,189.2,0,0.014285714,78.56959864,0,Sep,3,2,3,2,Returning_Visitor,FALSE
461,8,121.425,3,273.5,100,2565.797222,0.001869159,0.012071651,0,0,Nov,2,2,7,13,Returning_Visitor,TRUE
462,0,0,0,0,9,69.75,0.088888889,0.122222222,0,0,Dec,2,2,1,3,Returning_Visitor,FALSE
463,0,0,0,0,23,1422.85,0.017391304,0.049275362,0,0,Nov,2,2,7,1,Returning_Visitor,FALSE
464,10,197.1666667,0,0,35,1078.727778,0,0.010452962,39.75577236,0,May,2,2,3,3,Returning_Visitor,FALSE
465,3,68,0,0,8,306,0,0.008888889,0,0,Mar,1,1,9,3,New_Visitor,TRUE
466,0,0,0,0,10,611,0.02,0.06,0,0.8,May,2,4,3,1,Returning_Visitor,FALSE
467,2,11,3,123.3333333,34,448.75,0.021621622,0.048648649,0,0,Mar,2,10,6,1,Returning_Visitor,FALSE
468,0,0,0,0,6,69.5,0,0.033333333,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE
469,2,341.6,0,0,7,177.9,0.047619048,0.062857143,0,0,Aug,3,2,1,1,Returning_Visitor,FALSE
470,2,54.5,4,29.5,11,1055.75,0,0.026666667,0,0,Dec,2,2,1,2,New_Visitor,FALSE
471,0,0,0,0,15,1861.5,0,0.026666667,0,0,May,3,3,4,3,Returning_Visitor,FALSE
472,0,0,5,118.5,17,558.3988095,0.022727273,0.046212121,0,0,Dec,1,8,5,11,Returning_Visitor,FALSE
473,0,0,0,0,26,2351.7,0.008,0.034666667,0,0,May,2,6,8,3,Returning_Visitor,FALSE
474,0,0,2,1368,26,650.8083333,0,0.014285714,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE
475,0,0,0,0,2,66.5,0.066666667,0.166666667,0,0,Nov,3,2,3,13,Returning_Visitor,FALSE
476,14,160.1115392,6,1079.833333,154,7405.360281,0.004924242,0.021452975,8.533928457,0,Nov,4,1,4,1,Returning_Visitor,FALSE
477,2,112.8,0,0,27,1555.967143,0,0.001724138,44.85638692,0,Nov,1,1,4,2,New_Visitor,FALSE
478,0,0,0,0,4,133.5,0,0.025,0,0,Dec,4,2,1,2,New_Visitor,FALSE
